Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Han,2024-11-20 07:40:22,00:00:05,Autoplayed: user action: None; ,1. Sezon (Tanıtım Fragmanı): Bloodhounds,TEASER_TRAILER,Sony PS4,00:00:05,00:00:05,TR (Turkey)
Han,2024-11-19 21:29:19,00:00:31,Autoplayed: user action: None; ,Outer Banks: 1. Sezon: Yasak Bölge (Bölüm 3),,Chrome PC (Cadmium),00:00:37,00:00:37,TR (Turkey)
Han,2024-11-19 21:14:52,00:14:26,,Outer Banks: 1. Sezon: Şanslı Pusula (Bölüm 2),,Chrome PC (Cadmium),00:43:36,00:43:36,TR (Turkey)
Han,2024-11-19 21:13:35,00:00:04,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Sanctuary,HOOK,Chrome PC (Cadmium),00:00:04,00:00:04,TR (Turkey)
Han,2024-11-19 21:13:27,00:00:05,Autoplayed: user action: None; ,1. Sezon (2. Kısa Video): Garouden: The Way of the Lone Wolf,HOOK,Chrome PC (Cadmium),00:00:05,00:00:05,TR (Turkey)
Han,2024-11-19 21:13:19,00:00:12,Autoplayed: user action: None; ,Marco Polo (Fragman),TRAILER,Chrome PC (Cadmium),00:00:12,00:00:12,TR (Turkey)
Han,2024-11-19 14:47:37,00:39:23,,Jake Paul vs. Mike Tyson,,Sony PS4,04:36:31,04:36:31,TR (Turkey)
Han,2024-11-19 14:47:00,00:00:34,,1. Kısa Video: Jake Paul vs. Mike Tyson,HOOK,Sony PS4,00:00:34,00:00:34,TR (Turkey)
Han,2024-11-19 14:44:59,00:01:59,Autoplayed: user action: None; ,1. Sezon (Fragman): Ölümcül Farkındalık,TRAILER,Sony PS4,00:01:59,00:01:59,TR (Turkey)
Han,2024-11-19 13:00:46,01:13:07,,Boksör,,Sony PS4,02:27:32,02:27:32,TR (Turkey)
Han,2024-11-19 05:51:09,00:47:10,,Boksör,,Sony PS4,01:03:58,Not latest view,TR (Turkey)
Han,2024-11-19 05:45:27,00:00:44,Autoplayed: user action: None; ,2. Sezon (Tanıtım Fragmanı): Arcane,TEASER_TRAILER,Sony PS4,00:00:44,00:00:44,TR (Turkey)
Han,2024-11-19 05:10:05,00:35:17,Autoplayed: user action: User_Interaction; ,Arcane: 2. Sezon: Düzenin İçinde Saklı Olan Mesaj (Bölüm 6),,Sony PS4,00:36:26,00:36:26,TR (Turkey)
Han,2024-11-19 04:31:35,00:38:22,Autoplayed: user action: User_Interaction; ,Arcane: 2. Sezon: Kabarcıklar ve Ana Kaya (Bölüm 5),,Sony PS4,00:39:19,00:39:19,TR (Turkey)
Han,2024-11-19 03:56:23,00:35:08,Autoplayed: user action: User_Interaction; ,Arcane: 2. Sezon: Şehri Maviye Boyamak (Bölüm 4),,Sony PS4,00:36:06,00:36:06,TR (Turkey)
Han,2024-11-18 22:54:32,00:00:36,Autoplayed: user action: None; ,Tanıtım Fragmanı: Jake Paul vs. Mike Tyson,TEASER_TRAILER,Chrome PC (Cadmium),00:00:36,00:00:36,TR (Turkey)
Han,2024-11-18 20:28:12,02:26:16,,Boksör,,Chrome PC (Cadmium),02:27:06,Not latest view,TR (Turkey)
Han,2024-11-18 20:27:56,00:00:15,Autoplayed: user action: None; ,Boksör (Kısa Video): Boksör,HOOK,Chrome PC (Cadmium),00:00:15,00:00:15,TR (Turkey)
Han,2024-11-18 16:20:47,00:06:50,,Rahibe Ölüm,,Chrome PC (Cadmium),00:06:50,00:06:50,TR (Turkey)
Han,2024-11-18 16:20:37,00:00:08,Autoplayed: user action: None; ,Fragman: Rahibe Ölüm,TRAILER,Chrome PC (Cadmium),00:00:08,Not latest view,TR (Turkey)
Han,2024-11-18 16:18:01,00:00:06,Autoplayed: user action: None; ,9. Kısa Video: Ibelin'in Olağanüstü Hayatı,HOOK,Chrome PC (Cadmium),00:00:06,00:00:06,TR (Turkey)
Han,2024-11-18 16:17:33,00:00:04,Autoplayed: user action: None; ,"Fragman: Beyler, Sahneye!",TRAILER,Chrome PC (Cadmium),00:00:04,00:00:04,TR (Turkey)
Han,2024-11-18 16:17:12,00:00:06,Autoplayed: user action: None; ,Jake Paul vs. Mike Tyson (Tanıtım Fragmanı): Jake Paul vs. Mike Tyson,TEASER_TRAILER,Chrome PC (Cadmium),00:00:06,00:00:06,TR (Turkey)
Han,2024-11-15 10:08:21,00:08:50,,Kafes: 1. Sezon: 5. Bölüm (Bölüm 5),,Apple iPhone 11,01:02:55,01:02:55,TR (Turkey)
Han,2024-11-15 09:09:19,00:24:31,,Kafes: 1. Sezon: 5. Bölüm (Bölüm 5),,Apple iPhone 11,00:47:11,Not latest view,TR (Turkey)
Han,2024-11-15 08:55:06,00:13:59,,Kafes: 1. Sezon: 5. Bölüm (Bölüm 5),,Apple iPhone 11,00:14:41,Not latest view,TR (Turkey)
Han,2024-11-15 07:43:23,00:12:33,,Geri Sayım: Paul vs. Tyson: 1. Sezon: Dans Vakti (Bölüm 3),,Sony PS4,00:12:34,00:12:34,TR (Turkey)
Han,2024-11-15 07:42:49,00:00:06,Autoplayed: user action: None; ,1. Sezon (2. Kısa Video): İlk Beş,HOOK,Sony PS4,00:00:06,00:00:06,TR (Turkey)
Han,2024-11-15 07:40:56,00:00:16,Autoplayed: user action: None; ,Kafes: 1. Sezon: 5. Bölüm (Bölüm 5),,Sony PS4,00:00:16,Not latest view,TR (Turkey)
Han,2024-11-14 15:19:33,00:01:35,Autoplayed: user action: None; ,Kafes: 1. Sezon: 5. Bölüm (Bölüm 5),,Sony PS4,00:01:41,Not latest view,TR (Turkey)
Han,2024-11-14 15:10:16,00:09:14,,Kafes: 1. Sezon: 4. Bölüm (Bölüm 4),,Sony PS4,00:46:05,00:46:05,TR (Turkey)
Han,2024-11-14 14:25:45,00:29:51,,Kafes: 1. Sezon: 4. Bölüm (Bölüm 4),,Sony PS4,00:36:54,Not latest view,TR (Turkey)
Han,2024-11-13 21:47:40,00:25:28,,Kafes: 1. Sezon: 4. Bölüm (Bölüm 4),,Apple iPhone 11,00:25:28,Not latest view,TR (Turkey)
Han,2024-11-13 21:28:35,00:00:02,,Kafes: 1. Sezon: 4. Bölüm (Bölüm 4),,Sony PS4,00:00:08,Not latest view,TR (Turkey)
Han,2024-11-13 20:50:38,00:36:19,,Kafes: 1. Sezon: 3. Bölüm (Bölüm 3),,Sony PS4,00:42:42,00:42:42,TR (Turkey)
Han,2024-11-12 09:48:57,00:06:37,,Kafes: 1. Sezon: 3. Bölüm (Bölüm 3),,Sony PS4,00:06:37,Not latest view,TR (Turkey)
Han,2024-11-12 09:48:45,00:00:10,Autoplayed: user action: User_Interaction; ,1. Sezon (Kısa Video): Kafes,HOOK,Sony PS4,00:00:10,00:00:10,TR (Turkey)
Han,2024-11-12 09:48:35,00:00:02,,ONE PIECE: 1. Sezon: MACERALARIN DOĞUŞU (Bölüm 1),,Sony PS4,00:00:02,00:00:02,TR (Turkey)
Han,2024-11-12 00:32:07,00:40:42,,Prison Break: 2. Sezon: İnsan Avı (Bölüm 1),,Sony PS4,00:40:47,00:40:47,TR (Turkey)
Han,2024-11-12 00:31:56,00:00:01,Autoplayed: user action: None; ,Prison Break: 1. Sezon: Gidelim (Bölüm 21),,Sony PS4,00:20:02,00:20:02,TR (Turkey)
Han,2024-11-11 21:39:18,00:00:03,Autoplayed: user action: None; ,Kafes: 1. Sezon: 3. Bölüm (Bölüm 3),,Sony PS4,00:00:09,Not latest view,TR (Turkey)
Han,2024-11-11 20:47:00,00:52:09,Autoplayed: user action: User_Interaction; ,Kafes: 1. Sezon: 2. Bölüm (Bölüm 2),,Sony PS4,00:52:15,00:52:15,TR (Turkey)
Han,2024-11-11 20:05:11,00:41:14,,Kafes: 1. Sezon: 1. Bölüm (Bölüm 1),,Sony PS4,00:39:57,00:39:57,TR (Turkey)
Han,2024-11-11 20:04:39,00:00:24,Autoplayed: user action: User_Interaction; ,1. Sezon (Kısa Video): Kafes,HOOK,Sony PS4,00:00:24,Not latest view,TR (Turkey)
Han,2024-11-11 20:03:15,00:00:47,Autoplayed: user action: None; ,Venom: Let There Be Carnage_hook_02_16x9_backfill,HOOK,Sony PS4,00:00:47,Not latest view,TR (Turkey)
Han,2024-11-11 20:02:35,00:00:10,Autoplayed: user action: None; ,1. Sezon (2. Kısa Video): Love is Blind: Arjantin,HOOK,Sony PS4,00:00:10,00:00:10,TR (Turkey)
Han,2024-11-11 20:02:23,00:00:09,Autoplayed: user action: None; ,2. Sezon (3. Kısa Video): Aşk Köyü,HOOK,Sony PS4,00:00:09,00:00:09,TR (Turkey)
Han,2024-11-11 20:01:56,00:00:19,Autoplayed: user action: None; ,Mini Dizi (Fragman): Kuşatma,TRAILER,Sony PS4,00:00:19,00:00:19,TR (Turkey)
Han,2024-11-11 19:38:42,00:21:31,,Arcane: 2. Sezon: Sonunda İsmi Doğru Söyledin (Bölüm 3),,Sony PS4,00:36:52,00:36:52,TR (Turkey)
Han,2024-11-11 10:02:29,00:00:04,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Kafes,HOOK,Chrome PC (Cadmium),00:00:04,Not latest view,TR (Turkey)
Han,2024-11-11 02:20:56,00:01:10,Autoplayed: user action: None; ,Blood Diamond_hook_primary_16x9_backfill,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,TR (Turkey)
Han,2024-11-11 02:19:51,00:01:02,,2. Sezon (Tanıtım Fragmanı): Arcane,TEASER_TRAILER,Chrome PC (Cadmium),00:01:02,00:01:02,TR (Turkey)
Han,2024-11-11 01:35:46,00:20:55,,Arcane: 2. Sezon: Sonunda İsmi Doğru Söyledin (Bölüm 3),,Chrome PC (Cadmium),00:37:01,Not latest view,TR (Turkey)
Han,2024-11-11 01:24:29,00:19:38,Autoplayed: user action: None; ,Prison Break: 1. Sezon: Gidelim (Bölüm 21),,Sony PS4,00:20:03,Not latest view,TR (Turkey)
Han,2024-11-10 17:21:04,00:22:55,,Arcane: 2. Sezon: Sonunda İsmi Doğru Söyledin (Bölüm 3),,Chrome PC (Cadmium),00:36:08,Not latest view,TR (Turkey)
Han,2024-11-10 14:00:52,00:12:11,Autoplayed: user action: User_Interaction; ,Arcane: 2. Sezon: Sonunda İsmi Doğru Söyledin (Bölüm 3),,Sony PS4,00:13:23,Not latest view,TR (Turkey)
Han,2024-11-10 12:32:28,00:35:32,Autoplayed: user action: User_Interaction; ,Arcane: 2. Sezon: Hepsinin Yanmasını İzleyeceğiz (Bölüm 2),,Sony PS4,00:36:27,00:36:27,TR (Turkey)
Han,2024-11-10 11:55:38,00:36:18,,Arcane: 2. Sezon: Liderin Yükü Ağırdır (Bölüm 1),,Sony PS4,00:37:16,00:37:16,TR (Turkey)
Han,2024-11-10 11:51:18,00:04:11,,1. Sezon (Özet): Arcane,RECAP,Sony PS4,00:04:11,00:04:11,TR (Turkey)
Han,2024-11-10 11:51:03,00:00:01,Autoplayed: user action: None; ,Arcane: 1. Sezon: Zıtlıklarla Dolu Bir Dünyaya Hoş Geldin (Bölüm 1),,Sony PS4,00:00:01,00:00:01,TR (Turkey)
Han,2024-11-10 11:41:31,00:00:14,Autoplayed: user action: None; ,Tanıtım Fragmanı: Geri Sayım: Paul vs. Tyson,TRAILER,Sony PS4,00:00:14,00:00:14,TR (Turkey)
Han,2024-11-10 11:30:12,00:11:15,,Geri Sayım: Paul vs. Tyson: 1. Sezon: Zorlu Teknikler (Bölüm 2),,Sony PS4,00:37:03,00:37:03,TR (Turkey)
Han,2024-11-10 11:29:51,00:00:08,Autoplayed: user action: None; ,2. Sezon (2. Tanıtım Fragmanı): Arcane,TEASER_TRAILER,Sony PS4,00:00:08,00:00:08,TR (Turkey)
Han,2024-11-10 11:29:34,00:00:05,Autoplayed: user action: None; ,Tanıtım Fragmanı: Jake Paul vs. Mike Tyson,TEASER_TRAILER,Sony PS4,00:00:05,Not latest view,TR (Turkey)
Han,2024-11-08 21:20:13,00:29:06,Autoplayed: user action: User_Interaction; ,Outer Banks: 1. Sezon: Şanslı Pusula (Bölüm 2),,Sony PS4,00:29:10,Not latest view,TR (Turkey)
Han,2024-11-08 20:50:56,00:29:12,,Outer Banks: 1. Sezon: Pilot Bölüm (Bölüm 1),,Sony PS4,00:50:58,00:50:58,TR (Turkey)
Han,2024-11-08 20:24:09,00:25:46,,Geri Sayım: Paul vs. Tyson: 1. Sezon: Zorlu Teknikler (Bölüm 2),,Sony PS4,00:25:51,Not latest view,TR (Turkey)
Han,2024-11-08 19:05:01,00:41:34,,Geri Sayım: Paul vs. Tyson: 1. Sezon: Buraya Nasıl Geldik? (Bölüm 1),,Sony PS4,00:41:30,00:41:30,TR (Turkey)
Han,2024-11-08 09:25:35,00:22:27,,Outer Banks: 1. Sezon: Pilot Bölüm (Bölüm 1),,Sony PS4,00:21:47,Not latest view,TR (Turkey)
Han,2024-11-08 09:25:13,00:00:13,Autoplayed: user action: None; ,4. Sezon (3. Kısa Video): Outer Banks,HOOK,Sony PS4,00:00:13,00:00:13,TR (Turkey)
Han,2024-11-05 17:30:58,00:53:54,,Black Mirror: 6. Sezon: Loch Henry (Bölüm 2),,Sony PS4,00:53:34,Not latest view,TR (Turkey)
Han,2024-11-03 22:24:14,00:40:44,Autoplayed: user action: User_Interaction; ,Prison Break: 1. Sezon: Bu Gece (Bölüm 20),,Sony PS4,00:42:26,00:42:26,TR (Turkey)
Han,2024-11-03 22:23:29,00:00:03,,Prison Break: 1. Sezon: Bu Gece (Bölüm 20),,Sony PS4,00:00:03,Not latest view,TR (Turkey)
Han,2024-11-03 22:21:40,00:00:12,,Prison Break: 1. Sezon: Bu Gece (Bölüm 20),,Sony PS4,00:37:09,Not latest view,TR (Turkey)
Han,2024-11-02 21:39:51,00:22:12,Autoplayed: user action: None; ,Ibelin'in Olağanüstü Hayatı,,Sony PS4,00:52:05,00:52:05,TR (Turkey)
Han,2024-11-02 21:09:35,00:30:00,,Ibelin'in Olağanüstü Hayatı,,Sony PS4,00:30:00,Not latest view,TR (Turkey)
Han,2024-11-02 21:08:34,00:00:42,Autoplayed: user action: None; ,7. Kısa Video: Ibelin'in Olağanüstü Hayatı,HOOK,Sony PS4,00:00:42,00:00:42,TR (Turkey)
Han,2024-11-02 21:01:55,00:00:29,Autoplayed: user action: None; ,Venom: Let There Be Carnage_hook_02_16x9_backfill,HOOK,Sony PS4,00:00:29,Not latest view,TR (Turkey)
Han,2024-11-02 21:01:18,00:00:06,Autoplayed: user action: None; ,Nocturnal Animals_hook_primary_16x9,HOOK,Sony PS4,00:00:06,00:00:06,TR (Turkey)
Han,2024-11-02 21:00:34,00:00:17,Autoplayed: user action: None; ,3. Kısa Video: Kıpırdama,HOOK,Sony PS4,00:00:17,00:00:17,TR (Turkey)
Han,2024-11-02 21:00:19,00:00:09,Autoplayed: user action: None; ,Godless (Fragman),TRAILER,Sony PS4,00:00:09,00:00:09,TR (Turkey)
Han,2024-11-02 20:59:08,00:00:12,Autoplayed: user action: None; ,Snatch_hook_primary_16x9,HOOK,Sony PS4,00:00:12,00:00:12,TR (Turkey)
Han,2024-11-02 20:58:39,00:00:16,Autoplayed: user action: None; ,Mortal World 2_hook_04_16x9,HOOK,Sony PS4,00:00:16,Not latest view,TR (Turkey)
Han,2024-11-02 20:57:59,00:00:04,Autoplayed: user action: None; ,Baby Driver_hook_primary_16x9,HOOK,Sony PS4,00:00:04,00:00:04,TR (Turkey)
Han,2024-11-02 20:57:22,00:00:10,Autoplayed: user action: None; ,1. Sezon (Kısa Video): The Gentlemen,HOOK,Sony PS4,00:00:10,00:00:10,TR (Turkey)
Han,2024-11-02 19:49:41,00:00:17,Autoplayed: user action: None; ,1. Sezon (Kısa Video): The Gentlemen,HOOK,Sony PS4,00:00:17,Not latest view,TR (Turkey)
Han,2024-11-01 18:04:40,01:30:59,,Zombieland: Double Tap,,Sony PS4,01:30:59,01:30:59,TR (Turkey)
Han,2024-11-01 18:03:29,00:00:03,,İllegal Hayatlar,,Sony PS4,00:00:04,00:00:04,TR (Turkey)
Han,2024-11-01 18:03:19,00:00:08,Autoplayed: user action: None; ,Illegal Hayatlar: Röportaj Adam_hook_05_16x9,HOOK,Sony PS4,00:00:08,00:00:08,TR (Turkey)
Han,2024-11-01 18:02:38,00:00:29,Autoplayed: user action: None; ,Fragman: I Care a Lot,TRAILER,Sony PS4,00:00:29,00:00:29,TR (Turkey)
Han,2024-11-01 18:02:28,00:00:04,Autoplayed: user action: None; ,About Dry Grasses_hook_01_16x9,HOOK,Sony PS4,00:00:04,00:00:04,TR (Turkey)
Han,2024-11-01 18:02:21,00:00:04,Autoplayed: user action: None; ,1. Sezon (Kısa Video): Simone Biles'ın Yükselişi,HOOK,Sony PS4,00:00:04,00:00:04,TR (Turkey)
Han,2024-11-01 18:01:58,00:00:08,Autoplayed: user action: None; ,3. Kısa Video: Kıpırdama,HOOK,Sony PS4,00:00:08,Not latest view,TR (Turkey)
Han,2024-11-01 17:38:28,00:00:04,Autoplayed: user action: None; ,1. Sezon (Fragman): Kleo,TRAILER,Sony PS4,00:00:04,00:00:04,TR (Turkey)
Han,2024-11-01 17:38:13,00:00:05,Autoplayed: user action: None; ,1. Sezon (2. Kısa Video): İlk Beş,HOOK,Sony PS4,00:00:05,Not latest view,TR (Turkey)
Han,2024-11-01 17:37:34,00:00:14,Autoplayed: user action: None; ,8 Mile_hook_01_16x9_backfill,HOOK,Sony PS4,00:00:14,00:00:14,TR (Turkey)
Han,2024-11-01 17:36:29,00:00:50,Autoplayed: user action: None; ,Nocturnal Animals_hook_primary_16x9,HOOK,Sony PS4,00:00:50,Not latest view,TR (Turkey)
Han,2024-11-01 17:36:17,00:00:08,Autoplayed: user action: None; ,Fragman: Two Distant Strangers,TRAILER,Sony PS4,00:00:08,00:00:08,TR (Turkey)
Han,2024-11-01 17:35:35,00:00:02,Autoplayed: user action: None; ,Black Adam,,Sony PS4,00:00:02,00:00:02,TR (Turkey)
Han,2024-11-01 17:35:13,00:00:09,Autoplayed: user action: None; ,Prison Break: Season 1_hook_02_16x9,HOOK,Sony PS4,00:00:09,Not latest view,TR (Turkey)
Han,2024-11-01 17:35:03,00:00:06,Autoplayed: user action: None; ,Prison Break: 1. Sezon: Bu Gece (Bölüm 20),,Sony PS4,00:01:24,Not latest view,TR (Turkey)
Han,2024-11-01 16:51:48,00:41:47,,Prison Break: 1. Sezon: Anahtar (Bölüm 19),,Sony PS4,00:43:10,00:43:10,TR (Turkey)
Han,2024-11-01 16:18:37,00:30:28,,Prison Break: 1. Sezon: Blöf (Bölüm 18),,Sony PS4,00:43:22,00:43:22,TR (Turkey)
Han,2024-11-01 14:32:49,01:23:49,Autoplayed: user action: User_Interaction; ,The Batman,,Sony PS4,02:48:56,02:48:56,TR (Turkey)
Han,2024-11-01 13:52:34,00:00:41,,The Batman,,Chrome PC (Cadmium),01:25:13,Not latest view,TR (Turkey)
Han,2024-11-01 13:52:23,00:00:05,Autoplayed: user action: None; ,6. Sezon (2. Kısa Video): Cobra Kai,HOOK,Chrome PC (Cadmium),00:00:05,00:00:05,TR (Turkey)
Han,2024-10-31 22:09:54,00:14:09,Autoplayed: user action: User_Interaction; ,Prison Break: 1. Sezon: J-Cat (Bölüm 17),,Sony PS4,00:15:13,00:15:13,TR (Turkey)
Han,2024-10-31 21:51:46,00:18:05,,Prison Break: 1. Sezon: Kardeşimin Koruyucusu (Bölüm 16),,Sony PS4,00:43:26,00:43:26,TR (Turkey)
Han,2024-10-31 21:19:17,00:26:09,Autoplayed: user action: User_Interaction; ,Prison Break: 1. Sezon: Kardeşimin Koruyucusu (Bölüm 16),,Sony PS4,00:25:28,Not latest view,TR (Turkey)
Han,2024-10-31 20:26:51,00:48:34,,Prison Break: 1. Sezon: Yeni Bir Yol (Bölüm 15),,Sony PS4,00:43:05,00:43:05,TR (Turkey)
Han,2024-10-31 20:26:39,00:00:09,Autoplayed: user action: None; ,Prison Break: Season 1_hook_04_16x9,HOOK,Sony PS4,00:00:09,00:00:09,TR (Turkey)
Han,2024-10-30 21:01:04,00:00:02,Autoplayed: user action: None; ,Prison Break: 1. Sezon: Yeni Bir Yol (Bölüm 15),,Sony PS4,00:00:54,Not latest view,TR (Turkey)
Han,2024-10-30 20:20:20,00:40:29,,Prison Break: 1. Sezon: Fare (Bölüm 14),,Sony PS4,00:43:01,00:43:01,TR (Turkey)
Han,2024-10-30 19:37:37,00:42:28,,Prison Break: 1. Sezon: Tünelin Ucu (Bölüm 13),,Sony PS4,00:42:55,00:42:55,TR (Turkey)
Han,2024-10-30 19:37:27,00:00:07,Autoplayed: user action: None; ,Prison Break: Season 1_hook_02_16x9,HOOK,Sony PS4,00:00:07,Not latest view,TR (Turkey)
Han,2024-10-30 19:37:19,00:00:05,Autoplayed: user action: None; ,Fragman: Manhattan'da UFO Gizemi,TRAILER,Sony PS4,00:00:05,00:00:05,TR (Turkey)
Han,2024-10-30 08:28:20,00:00:15,,"Trailer Park Boys: 1. Sezon: Eşcinsel Değilim, Lucy'yi Seviyorum... Belki de Eşcinselim (Bölüm 5)",,Chrome PC (Cadmium),00:00:33,Not latest view,TR (Turkey)
Han,2024-10-30 08:21:44,00:06:12,,Trailer Park Boys: 1. Sezon: Mrs. Peterson'ın Köpeği Sapıttı (Bölüm 4),,Chrome PC (Cadmium),00:21:29,00:21:29,TR (Turkey)
Han,2024-10-30 08:21:11,00:00:30,,Trailer Park Boys: 1. Sezon: Bay Lahey'de Porno Kasetim Var! (Bölüm 3),,Chrome PC (Cadmium),00:16:48,00:16:48,TR (Turkey)
Han,2024-10-30 05:31:34,00:44:39,,The Batman,,Sony PS4,01:27:32,Not latest view,TR (Turkey)
Han,2024-10-30 04:10:53,00:19:51,,The Batman,,Sony PS4,00:42:57,Not latest view,TR (Turkey)
Han,2024-10-30 03:36:50,00:32:12,,Twilight of the Gods: 1. Sezon: Sigrid'in Şarkısı (Bölüm 8),,Sony PS4,00:37:18,00:37:18,TR (Turkey)
Han,2024-10-30 03:36:24,00:00:08,Autoplayed: user action: None; ,Catfishing Kâbusu (Kısa Video): Catfishing Kâbusu,HOOK,Sony PS4,00:00:08,00:00:08,TR (Turkey)
Han,2024-10-29 22:19:38,00:43:31,Autoplayed: user action: User_Interaction; ,Prison Break: 1. Sezon: Bir Kişi Fazla (Bölüm 12),,Sony PS4,00:42:40,00:42:40,TR (Turkey)
Han,2024-10-29 21:48:47,00:01:29,Autoplayed: user action: None; ,2. Sezon (Fragman): Hellbound,TRAILER,Chrome PC (Cadmium),00:01:29,00:01:29,TR (Turkey)
Han,2024-10-29 19:06:36,02:41:34,,The Batman,,Chrome PC (Cadmium),02:49:45,Not latest view,TR (Turkey)
Han,2024-10-29 09:30:34,00:01:30,,Twilight of the Gods: 1. Sezon: Sigrid'in Şarkısı (Bölüm 8),,Chrome PC (Cadmium),00:05:01,Not latest view,TR (Turkey)
Han,2024-10-29 09:09:41,00:17:17,,Twilight of the Gods: 1. Sezon: Elimde Bir Çekiç Olsaydı (Bölüm 7),,Chrome PC (Cadmium),00:22:49,00:22:49,TR (Turkey)
Han,2024-10-28 23:34:09,00:00:39,Autoplayed: user action: None; ,Dexter: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:39,00:00:39,TR (Turkey)
Han,2024-10-28 22:56:51,00:37:18,,Twilight of the Gods: 1. Sezon: Sigrid'in Şarkısı (Bölüm 8),,Chrome PC (Cadmium),00:37:24,Not latest view,TR (Turkey)
Han,2024-10-28 22:36:30,00:20:16,,Twilight of the Gods: 1. Sezon: Elimde Bir Çekiç Olsaydı (Bölüm 7),,Chrome PC (Cadmium),00:22:47,Not latest view,TR (Turkey)
Han,2024-10-28 22:36:14,00:00:09,,Twilight of the Gods: 1. Sezon: Sıradaki Hikâyemiz... (Bölüm 6),,Chrome PC (Cadmium),00:24:28,00:24:28,TR (Turkey)
Han,2024-10-28 22:33:58,00:02:13,,Twilight of the Gods: 1. Sezon: Elimde Bir Çekiç Olsaydı (Bölüm 7),,Chrome PC (Cadmium),00:02:40,Not latest view,TR (Turkey)
Han,2024-10-28 22:33:51,00:00:02,,Arcane: 1. Sezon: Zıtlıklarla Dolu Bir Dünyaya Hoş Geldin (Bölüm 1),,Chrome PC (Cadmium),00:00:02,Not latest view,TR (Turkey)
Han,2024-10-28 22:33:46,00:00:04,Autoplayed: user action: None; ,1. Sezon (2. Tanıtım Fragmanı): Arcane,TEASER_TRAILER,Chrome PC (Cadmium),00:00:04,00:00:04,TR (Turkey)
Han,2024-10-28 09:49:23,00:00:05,Autoplayed: user action: None; ,Barbarian_hook_01_16x9,HOOK,Chrome PC (Cadmium),00:00:05,00:00:05,TR (Turkey)
Han,2024-10-28 09:48:16,00:00:42,Autoplayed: user action: None; ,3. Kısa Video: Kıpırdama,HOOK,Chrome PC (Cadmium),00:00:00,Not latest view,TR (Turkey)
Han,2024-10-28 09:47:31,00:00:01,,Twilight of the Gods: 1. Sezon: Elimde Bir Çekiç Olsaydı (Bölüm 7),,Chrome PC (Cadmium),00:00:08,Not latest view,TR (Turkey)
Han,2024-10-26 08:40:06,00:08:49,,Twilight of the Gods: 1. Sezon: Sıradaki Hikâyemiz... (Bölüm 6),,Chrome PC (Cadmium),00:24:55,Not latest view,TR (Turkey)
Han,2024-10-26 07:22:56,00:00:04,Autoplayed: user action: None; ,Monument Valley,TRAILER,Chrome PC (Cadmium),00:00:04,00:00:04,TR (Turkey)
Han,2024-10-25 18:35:51,00:00:09,Autoplayed: user action: None; ,2. Sezon (3. Kısa Video): Hellbound,HOOK,Chrome PC (Cadmium),00:00:09,00:00:09,TR (Turkey)
Han,2024-10-25 18:35:40,00:00:01,,Twilight of the Gods: 1. Sezon: Solucan (Bölüm 4),,Chrome PC (Cadmium),00:03:03,00:03:03,TR (Turkey)
Han,2024-10-25 17:38:08,00:00:02,,Twilight of the Gods: 1. Sezon: Solucan (Bölüm 4),,Chrome PC (Cadmium),00:03:01,Not latest view,TR (Turkey)
Han,2024-10-24 23:22:18,00:02:41,,Twilight of the Gods: 1. Sezon: Solucan (Bölüm 4),,Chrome PC (Cadmium),00:02:59,Not latest view,TR (Turkey)
Han,2024-10-24 23:21:13,00:00:54,,Twilight of the Gods: 1. Sezon: Kuzgunları Sevindirmek (Bölüm 3),,Chrome PC (Cadmium),00:22:48,00:22:48,TR (Turkey)
Han,2024-10-24 23:21:04,00:00:07,,Twilight of the Gods: 1. Sezon: Solucan (Bölüm 4),,Chrome PC (Cadmium),00:21:56,Not latest view,TR (Turkey)
Han,2024-10-24 23:20:43,00:00:04,,Twilight of the Gods: 1. Sezon: Solucan (Bölüm 4),,Chrome PC (Cadmium),00:21:53,Not latest view,TR (Turkey)
Han,2024-10-24 23:20:42,00:00:13,Autoplayed: user action: None; ,1. Sezon (Fragman): Twilight of the Gods,TRAILER,Chrome PC (Cadmium),00:00:13,00:00:13,TR (Turkey)
Han,2024-10-24 22:21:54,00:26:14,,Erşan Kuneri: 1. Sezon: Kuru Murad (Bölüm 1),,Sony PS4,00:26:14,Not latest view,TR (Turkey)
Han,2024-10-24 22:21:43,00:00:04,Autoplayed: user action: None; ,Erşan Kuneri: 1. Sezon: Kuru Murad (Bölüm 1),,Sony PS4,00:00:04,Not latest view,TR (Turkey)
Han,2024-10-23 23:07:03,00:43:29,Autoplayed: user action: User_Interaction; ,Prison Break: 1. Sezon: Ve 7 Kişi Kaldı (Bölüm 11),,Sony PS4,00:43:14,00:43:14,TR (Turkey)
Han,2024-10-23 22:34:39,00:21:43,,Twilight of the Gods: 1. Sezon: Solucan (Bölüm 4),,Chrome PC (Cadmium),00:21:49,Not latest view,TR (Turkey)
